2016-06-09 20:15:43,067 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@2a5ca609: startup date [Thu Jun 09 20:15:43 CEST 2016]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2016-06-10 13:07:02,590 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@2a2d45ba: startup date [Fri Jun 10 13:07:02 CEST 2016]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2016-06-10 13:07:03,264 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\alexa_000\Desktop\Uni\SWA\T2\apacheMQ\apache-activemq-5.13.3\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2016-06-10 13:07:03,455 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2016-06-10 13:07:03,472 | INFO  | Recovering from the journal @1:12393 | org.apache.activemq.store.kahadb.MessageDatabase | main
2016-06-10 13:07:03,496 | INFO  | Recovery replayed 854 operations from the journal in 0.034 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2016-06-10 13:07:03,503 | INFO  | PListStore:[C:\Users\alexa_000\Desktop\Uni\SWA\T2\apacheMQ\apache-activemq-5.13.3\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2016-06-10 13:07:03,632 | INFO  | Apache ActiveMQ 5.13.3 (localhost, ID:AlexAdamenko-62104-1465556823515-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2016-06-10 13:07:03,674 | INFO  | Listening for connections at: tcp://AlexAdamenko:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-06-10 13:07:03,678 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2016-06-10 13:07:03,683 | INFO  | Listening for connections at: amqp://AlexAdamenko:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-06-10 13:07:03,688 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2016-06-10 13:07:03,693 | INFO  | Listening for connections at: stomp://AlexAdamenko:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-06-10 13:07:03,698 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2016-06-10 13:07:03,703 | INFO  | Listening for connections at: mqtt://AlexAdamenko:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-06-10 13:07:03,708 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2016-06-10 13:07:03,813 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@3403e2ac{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2016-06-10 13:07:03,885 | INFO  | Listening for connections at ws://AlexAdamenko:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2016-06-10 13:07:03,888 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2016-06-10 13:07:03,889 | INFO  | Apache ActiveMQ 5.13.3 (localhost, ID:AlexAdamenko-62104-1465556823515-0:1) started | org.apache.activemq.broker.BrokerService | main
2016-06-10 13:07:03,891 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2016-06-10 13:07:03,896 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: C:\Users\alexa_000\Desktop\Uni\SWA\T2\apacheMQ\apache-activemq-5.13.3\bin\..\data\kahadb only has 20420 mb of usable space. - resetting to maximum available disk space: 20420 mb | org.apache.activemq.broker.BrokerService | main
2016-06-10 13:07:03,900 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: C:\Users\alexa_000\Desktop\Uni\SWA\T2\apacheMQ\apache-activemq-5.13.3\bin\..\data only has 20420 mb of usable space. - resetting to maximum available disk space: 20420 mb | org.apache.activemq.broker.BrokerService | main
2016-06-10 13:07:04,304 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2016-06-10 13:07:04,401 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2016-06-10 13:07:04,403 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2016-06-10 13:07:04,451 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2016-06-10 13:07:04,626 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2016-06-10 13:07:04,717 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2016-06-10 13:08:01,535 | INFO  | Connector vm://localhost started | org.apache.activemq.broker.TransportConnector | qtp1804441305-41
2016-06-10 13:08:20,059 | WARN  | Transport Connection to: tcp://127.0.0.1:62152 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:62152@61616
2016-06-10 13:08:20,059 | WARN  | Transport Connection to: tcp://127.0.0.1:62153 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:62153@61616
2016-06-10 13:10:21,547 | WARN  | Transport Connection to: tcp://127.0.0.1:62191 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:62191@61616
2016-06-10 13:10:36,121 | INFO  | Removing message SAMPLEQUEUE(ID:AlexAdamenko-62189-1465557009495-1:1:1:1:1) | org.apache.activemq.web.controller.DeleteMessage | qtp1804441305-41
2016-06-10 13:12:39,297 | WARN  | Transport Connection to: tcp://127.0.0.1:62231 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:62231@61616
2016-06-10 13:12:39,297 | WARN  | Transport Connection to: tcp://127.0.0.1:62230 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:62230@61616
2016-06-10 13:13:23,564 | WARN  | Transport Connection to: tcp://127.0.0.1:62248 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:62248@61616
2016-06-10 13:13:23,564 | WARN  | Transport Connection to: tcp://127.0.0.1:62249 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:62249@61616
2016-06-10 13:16:09,291 | INFO  | Apache ActiveMQ 5.13.3 (localhost, ID:AlexAdamenko-62104-1465556823515-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2016-06-10 13:16:09,302 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2016-06-10 13:16:09,303 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2016-06-10 13:16:09,305 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2016-06-10 13:16:09,306 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2016-06-10 13:16:09,310 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2016-06-10 13:16:09,312 | INFO  | Connector vm://localhost stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2016-06-10 13:16:09,315 | INFO  | PListStore:[C:\Users\alexa_000\Desktop\Uni\SWA\T2\apacheMQ\apache-activemq-5.13.3\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2016-06-10 13:16:09,316 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2016-06-10 13:16:09,317 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2016-06-10 13:16:09,318 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2016-06-10 13:16:09,346 | INFO  | Apache ActiveMQ 5.13.3 (localhost, ID:AlexAdamenko-62104-1465556823515-0:1) uptime 9 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2016-06-10 13:16:09,348 | INFO  | Apache ActiveMQ 5.13.3 (localhost, ID:AlexAdamenko-62104-1465556823515-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2016-06-10 13:16:09,350 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@2a2d45ba: startup date [Fri Jun 10 13:07:02 CEST 2016]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | ActiveMQ ShutdownHook
2016-06-10 13:16:09,355 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | ActiveMQ ShutdownHook
